ph,ec,oc,n,p,k,s,z,b,fe,mn,cu,name
6.92,0.3,3.07,65,37,22,19.83,0.86,0.94,4.61,2.27,0.27,Wheat
6.08,0.36,3.59,63,34,20,15.26,0.98,0.78,5.43,2.41,0.34,Wheat
6.42,0.3,3.18,61,37,21,18.54,0.83,0.9,5.16,2.5,0.29,Wheat
6.27,0.36,3.58,73,37,20,16.3,0.81,0.81,5.36,2.28,0.29,Wheat
6.76,0.39,3.92,66,35,23,18.4,0.88,0.87,5.78,2.83,0.31,Wheat
6.03,0.37,3.65,75,30,24,17.1,1.0,0.79,4.94,2.72,0.26,Wheat
6.51,0.33,3.21,78,33,23,17.26,0.93,0.79,4.26,2.13,0.32,Wheat
6.53,0.39,3.25,70,31,24,15.77,0.91,0.79,4.4,2.43,0.31,Wheat
6.25,0.28,3.3,70,36,24,15.58,0.83,0.95,4.5,2.63,0.27,Wheat
6.43,0.23,3.11,76,32,24,15.43,0.92,0.93,5.79,3.03,0.32,Wheat
6.48,0.26,3.38,67,38,22,15.22,0.94,0.87,4.59,3.04,0.32,Wheat
6.59,0.38,3.08,66,36,21,18.36,0.85,0.84,4.88,2.99,0.34,Wheat
6.5,0.25,3.36,75,30,20,19.56,0.94,0.78,4.99,2.28,0.31,Wheat
6.58,0.2,3.71,78,39,21,18.33,0.8,0.81,5.4,2.35,0.31,Wheat
6.43,0.2,3.72,74,30,22,18.63,0.82,0.93,4.21,2.07,0.33,Wheat
6.8,0.34,3.18,68,33,21,15.37,0.86,0.76,5.74,2.87,0.32,Wheat
6.67,0.23,3.02,62,36,22,18.63,0.86,0.8,4.26,2.61,0.28,Wheat
6.31,0.2,3.29,69,38,22,19.58,0.86,0.92,5.87,2.24,0.28,Wheat
6.1,0.4,3.23,70,37,23,18.66,0.83,0.76,4.57,3.14,0.33,Wheat
6.18,0.27,3.58,73,36,20,15.19,0.85,0.78,4.15,2.52,0.28,Wheat
6.19,0.3,3.5,79,30,24,18.8,0.88,0.95,4.62,2.55,0.32,Wheat
6.4,0.26,3.53,62,31,22,15.88,0.99,0.92,4.85,3.45,0.32,Wheat
6.58,0.26,3.97,68,36,20,15.34,0.95,0.93,5.48,2.86,0.35,Wheat
6.94,0.39,3.95,63,38,24,18.77,0.94,0.82,5.54,3.2,0.29,Wheat
6.68,0.23,3.37,64,35,24,18.3,0.8,0.85,5.84,2.77,0.33,Wheat
6.88,0.37,3.95,67,35,21,15.09,0.83,0.78,5.53,2.29,0.31,Wheat
6.55,0.34,3.94,73,36,24,19.72,0.89,0.81,5.11,2.31,0.34,Wheat
6.96,0.38,3.14,72,33,23,18.18,0.85,0.94,5.17,2.05,0.33,Wheat
6.79,0.31,3.67,69,38,21,19.92,0.85,0.94,4.02,2.96,0.31,Wheat
6.88,0.24,3.8,63,30,21,17.01,0.86,0.91,4.91,2.15,0.35,Wheat
6.9,0.38,3.02,75,37,21,17.71,0.82,0.76,5.91,2.83,0.35,Wheat
6.43,0.31,3.38,72,36,20,17.93,0.85,0.83,4.82,3.32,0.33,Wheat
6.05,0.39,3.57,79,33,21,18.56,0.87,0.85,5.91,2.08,0.3,Wheat
6.26,0.22,3.43,62,36,20,15.26,0.94,0.82,5.8,2.09,0.35,Wheat
6.57,0.34,3.34,66,38,21,19.86,0.82,0.91,5.62,2.39,0.34,Wheat
6.86,0.21,3.49,69,34,20,18.47,0.86,0.86,5.46,2.56,0.34,Wheat
7.0,0.26,3.64,78,34,20,17.33,0.89,0.85,4.31,3.25,0.31,Wheat
6.19,0.25,3.49,67,39,24,18.39,0.94,0.86,5.66,2.36,0.34,Wheat
6.05,0.26,3.62,72,36,23,19.5,0.88,0.75,4.57,2.02,0.34,Wheat
6.08,0.33,3.21,60,38,21,17.41,0.86,0.83,4.44,3.39,0.32,Wheat
6.7,0.22,3.42,77,35,24,15.8,0.85,0.77,5.99,2.21,0.26,Wheat
6.03,0.38,3.23,69,32,23,15.42,0.86,0.91,4.11,2.76,0.35,Wheat
6.75,0.28,3.86,60,35,21,17.86,0.94,0.8,4.71,2.65,0.28,Wheat
6.05,0.26,3.87,75,36,20,19.93,0.97,0.91,5.73,2.53,0.28,Wheat
6.91,0.26,3.26,72,33,20,19.89,0.89,0.81,5.5,2.88,0.32,Wheat
6.06,0.27,3.35,67,35,24,18.58,0.99,0.81,4.3,2.99,0.31,Wheat
6.7,0.28,3.04,68,31,22,17.81,0.91,0.83,4.27,2.6,0.3,Wheat
6.42,0.34,3.52,71,35,23,18.78,0.94,0.95,5.83,2.18,0.3,Wheat
6.6,0.2,3.88,76,30,24,17.45,0.95,0.93,5.48,2.64,0.29,Wheat
6.26,0.39,3.06,60,35,20,17.52,0.99,0.87,5.0,2.41,0.26,Wheat
6.74,0.33,3.85,78,37,24,18.82,0.8,0.89,4.85,2.11,0.3,Wheat
6.99,0.28,3.16,63,34,20,18.6,0.96,0.83,4.74,3.33,0.27,Wheat
6.04,0.29,3.41,70,37,23,16.14,0.87,0.77,5.44,2.98,0.28,Wheat
6.9,0.22,3.21,60,32,20,17.92,0.84,0.91,5.27,2.18,0.28,Wheat
6.42,0.32,3.67,78,34,21,18.2,0.93,0.89,5.98,3.01,0.28,Wheat
6.15,0.31,3.1,62,30,22,15.28,0.89,0.76,5.6,2.18,0.35,Wheat
6.97,0.22,3.39,73,32,21,19.47,0.83,0.78,5.52,2.42,0.33,Wheat
6.42,0.39,3.9,73,38,21,17.82,0.85,0.85,4.85,2.46,0.28,Wheat
6.86,0.38,3.76,79,39,24,18.63,0.93,0.91,5.85,3.4,0.3,Wheat
6.01,0.21,3.45,72,38,22,16.36,1.0,0.85,4.48,3.48,0.31,Wheat
6.62,0.23,3.15,68,38,21,16.53,0.93,0.85,5.2,2.4,0.31,Wheat
6.45,0.38,3.72,68,32,20,16.7,0.84,0.78,5.42,2.4,0.31,Wheat
6.7,0.27,3.02,71,30,23,19.17,0.96,0.92,5.26,2.95,0.28,Wheat
6.88,0.36,3.83,62,30,21,17.86,0.88,0.89,5.51,3.4,0.31,Wheat
6.19,0.24,3.16,69,32,23,16.79,0.92,0.82,5.45,2.49,0.3,Wheat
6.06,0.32,3.75,60,33,20,18.5,0.97,0.79,4.53,3.32,0.34,Wheat
6.19,0.28,3.61,62,38,20,17.37,0.86,0.86,4.45,2.62,0.32,Wheat
6.43,0.29,3.32,75,34,23,15.48,0.95,0.9,4.74,3.22,0.26,Wheat
6.61,0.32,3.5,76,31,24,16.27,0.8,0.85,4.91,2.55,0.31,Wheat
6.78,0.21,3.07,72,34,23,17.09,0.87,0.92,4.89,2.06,0.33,Wheat
6.47,0.3,3.31,74,34,21,15.33,0.87,0.88,5.36,3.4,0.35,Wheat
6.12,0.37,3.81,76,33,22,15.53,0.99,0.95,4.27,2.11,0.34,Wheat
6.19,0.3,3.43,72,31,20,17.53,0.81,0.8,4.67,2.39,0.25,Wheat
6.82,0.37,3.37,63,30,23,19.29,0.99,0.94,5.73,3.08,0.34,Wheat
6.33,0.32,3.83,71,31,21,16.13,0.94,0.87,5.95,3.43,0.34,Wheat
6.69,0.27,3.32,76,31,21,17.41,0.93,0.88,4.75,2.37,0.27,Wheat
6.48,0.37,3.27,72,35,20,18.55,0.86,0.75,5.49,2.03,0.35,Wheat
6.6,0.26,3.5,75,30,23,15.59,0.83,0.94,4.88,2.22,0.35,Wheat
6.67,0.22,3.07,66,33,22,16.11,0.84,0.81,5.8,2.85,0.25,Wheat
6.69,0.33,3.69,65,35,20,17.83,0.99,0.89,4.73,3.37,0.26,Wheat
6.54,0.34,3.52,70,35,20,17.68,0.89,0.77,4.61,2.54,0.27,Wheat
6.19,0.36,3.21,61,36,22,19.41,0.83,0.9,5.76,2.5,0.32,Wheat
6.72,0.32,3.95,78,32,24,15.18,0.9,0.86,4.22,2.37,0.29,Wheat
6.34,0.22,3.69,72,35,24,17.67,0.96,0.9,4.29,2.57,0.31,Wheat
6.31,0.39,3.53,70,35,24,16.72,0.91,0.91,5.56,2.61,0.3,Wheat
6.97,0.27,3.91,71,36,24,18.27,0.95,0.77,5.94,2.76,0.31,Wheat
6.36,0.24,3.74,67,35,22,17.17,0.97,0.92,5.55,2.77,0.28,Wheat
6.44,0.38,3.93,67,39,20,15.28,0.98,0.92,4.45,2.14,0.25,Wheat
6.01,0.27,3.79,75,32,21,16.26,0.86,0.95,5.87,2.7,0.34,Wheat
6.42,0.39,3.43,76,34,24,18.86,1.0,0.78,4.49,2.56,0.26,Wheat
6.42,0.39,3.33,71,31,21,16.16,0.81,0.81,5.2,3.09,0.29,Wheat
6.7,0.39,3.18,79,35,24,19.56,0.94,0.76,4.33,2.18,0.26,Wheat
6.42,0.29,3.25,79,39,22,16.81,0.99,0.93,4.88,3.06,0.33,Wheat
6.86,0.33,3.01,73,36,21,18.84,0.92,0.95,5.53,3.19,0.35,Wheat
6.96,0.28,3.43,72,36,22,18.6,0.86,0.9,4.08,2.4,0.34,Wheat
6.75,0.35,3.39,71,39,21,18.38,0.87,0.92,5.97,2.78,0.32,Wheat
6.67,0.36,3.68,75,39,20,16.43,0.81,0.9,4.52,3.22,0.26,Wheat
6.31,0.3,3.99,63,38,21,17.65,0.89,0.84,5.18,3.15,0.25,Wheat
6.31,0.25,3.1,73,31,23,19.54,0.91,0.9,5.53,3.31,0.31,Wheat
6.25,0.2,3.78,68,33,20,16.58,0.85,0.87,5.51,2.52,0.25,Wheat
6.24,0.39,3.87,75,33,23,16.97,0.91,0.85,4.04,3.4,0.27,Wheat
6.96,0.32,3.37,71,34,24,15.38,0.96,0.92,4.05,2.49,0.28,Wheat
6.71,0.33,3.67,70,33,24,16.28,0.82,0.91,4.12,3.49,0.33,Wheat
6.6,0.32,3.46,71,39,22,15.52,0.94,0.76,4.52,2.81,0.3,Wheat
6.91,0.25,3.61,78,32,24,16.98,0.87,0.91,5.19,2.56,0.35,Wheat
6.46,0.25,3.04,66,35,22,16.31,1.0,0.86,4.0,2.38,0.31,Wheat
6.73,0.3,3.39,78,38,24,17.18,0.98,0.81,4.71,3.48,0.33,Wheat
6.57,0.21,3.84,68,35,23,16.4,0.83,0.81,5.17,2.92,0.29,Wheat
6.1,0.33,3.29,65,32,20,15.57,0.9,0.79,4.52,3.12,0.29,Wheat
6.41,0.34,3.14,71,33,21,16.79,0.94,0.75,5.03,3.26,0.34,Wheat
6.94,0.37,3.82,61,33,22,17.22,0.9,0.92,5.26,3.15,0.28,Wheat
6.54,0.3,3.38,71,36,20,16.4,0.82,0.78,4.87,2.14,0.34,Wheat
6.92,0.22,3.26,60,33,22,19.2,0.99,0.86,5.13,3.17,0.25,Wheat
6.62,0.29,3.18,74,30,21,17.07,0.81,0.83,4.07,3.06,0.28,Wheat
6.03,0.38,3.45,70,37,24,19.38,0.95,0.92,5.74,3.37,0.26,Wheat
6.74,0.23,3.67,69,31,22,15.32,0.84,0.82,4.76,2.65,0.26,Wheat
6.13,0.29,3.1,68,37,23,18.41,0.92,0.93,5.15,3.27,0.31,Wheat
6.71,0.23,3.33,70,35,23,17.22,0.82,0.84,4.83,2.37,0.3,Wheat
6.35,0.23,3.41,74,31,23,19.48,0.97,0.86,4.52,2.13,0.33,Wheat
6.95,0.34,3.07,73,35,23,16.74,0.98,0.88,5.34,2.62,0.35,Wheat
6.9,0.34,3.91,75,36,21,17.64,0.98,0.9,5.3,2.53,0.25,Wheat
6.53,0.25,3.9,70,35,20,18.34,0.96,0.91,5.94,2.11,0.31,Wheat
6.25,0.22,3.17,73,38,23,16.9,0.82,0.87,5.86,2.2,0.27,Wheat
6.3,0.24,3.08,78,32,24,16.82,0.98,0.89,5.03,2.39,0.32,Wheat
6.52,0.23,3.22,61,32,20,18.97,0.88,0.82,5.96,3.44,0.32,Wheat
6.13,0.23,3.16,67,33,20,19.66,0.99,0.93,4.37,2.69,0.3,Wheat
6.89,0.27,3.08,62,33,23,19.95,0.99,0.81,4.83,3.44,0.33,Wheat
6.72,0.34,3.04,69,30,20,17.29,0.92,0.92,4.88,2.96,0.27,Wheat
6.48,0.2,3.49,63,39,24,15.23,0.86,0.79,4.48,2.54,0.32,Wheat
6.77,0.38,3.77,68,36,23,18.64,0.83,0.83,5.5,2.42,0.25,Wheat
6.43,0.27,3.76,64,35,24,17.75,0.82,0.91,5.34,2.99,0.31,Wheat
6.63,0.3,3.03,76,38,21,16.55,0.96,0.94,4.75,2.21,0.27,Wheat
6.28,0.35,3.07,73,34,21,18.49,0.88,0.76,4.77,3.14,0.31,Wheat
6.05,0.28,3.59,72,34,23,19.3,0.84,0.94,5.71,2.62,0.33,Wheat
6.1,0.27,3.29,62,30,23,18.92,0.98,0.85,5.61,2.0,0.29,Wheat
6.04,0.28,3.8,77,39,20,15.54,0.82,0.75,4.11,3.1,0.27,Wheat
6.47,0.24,3.03,66,32,21,16.37,0.99,0.92,4.05,2.28,0.31,Wheat
6.29,0.24,3.31,67,31,24,16.92,0.97,0.89,5.65,2.5,0.34,Wheat
6.56,0.27,3.26,65,37,22,18.83,0.92,0.76,4.76,3.38,0.26,Wheat
6.95,0.37,3.74,76,30,23,18.8,0.89,0.88,5.96,3.4,0.32,Wheat
6.65,0.39,3.41,64,32,24,15.03,0.84,0.84,5.4,3.07,0.33,Wheat
6.54,0.32,3.66,76,32,23,16.4,0.96,0.82,5.08,2.23,0.31,Wheat
6.69,0.28,3.36,79,33,24,16.41,0.84,0.87,5.05,3.03,0.28,Wheat
6.63,0.28,3.65,71,35,23,17.72,0.91,0.82,4.97,3.34,0.3,Wheat
6.93,0.24,3.1,65,38,24,18.16,0.87,0.86,4.33,2.12,0.31,Wheat
6.16,0.32,3.72,67,39,20,16.3,0.81,0.86,5.49,2.85,0.34,Wheat
6.23,0.35,3.67,64,30,20,15.24,0.92,0.91,4.09,2.88,0.27,Wheat
6.43,0.39,3.73,72,35,24,15.99,0.97,0.91,5.93,3.23,0.35,Wheat
6.06,0.38,3.13,65,30,22,19.94,0.83,0.87,4.61,2.92,0.31,Wheat
6.65,0.26,3.18,78,30,22,18.93,0.95,0.86,4.48,2.13,0.31,Wheat
6.46,0.34,3.81,62,34,21,18.94,0.91,0.78,5.77,2.76,0.3,Wheat
6.16,0.26,3.2,68,34,20,17.99,0.82,0.81,4.9,2.42,0.3,Wheat
6.44,0.3,3.03,77,30,23,16.7,0.98,0.92,5.26,3.16,0.33,Wheat
6.14,0.3,3.85,77,30,22,15.92,0.82,0.85,5.73,3.43,0.3,Wheat
6.87,0.4,3.43,72,34,22,15.65,0.96,0.92,4.41,3.33,0.3,Wheat
7.0,0.34,3.6,76,36,24,16.48,0.95,0.9,5.63,2.62,0.31,Wheat
6.62,0.29,3.84,64,30,24,17.29,0.92,0.8,4.56,2.09,0.25,Wheat
6.7,0.25,3.91,67,33,24,15.84,0.99,0.76,5.02,2.1,0.32,Wheat
6.49,0.4,3.72,75,33,20,19.78,0.86,0.79,5.53,2.91,0.3,Wheat
6.83,0.4,3.66,73,36,23,15.88,0.99,0.93,4.63,3.37,0.33,Wheat
6.11,0.21,3.47,72,35,24,16.62,0.87,0.75,5.38,2.67,0.29,Wheat
6.04,0.21,3.83,64,39,23,17.23,0.84,0.8,4.23,2.87,0.33,Wheat
6.16,0.24,3.21,70,38,21,18.54,0.92,0.8,4.07,2.31,0.27,Wheat
6.5,0.36,3.09,70,31,21,17.79,0.85,0.9,5.28,2.07,0.33,Wheat
6.38,0.25,3.82,63,38,24,19.85,0.86,0.79,5.47,3.45,0.35,Wheat
6.63,0.29,3.27,77,36,24,18.09,0.95,0.82,5.24,3.22,0.32,Wheat
6.98,0.27,3.41,76,37,22,17.93,0.99,0.85,4.25,3.25,0.28,Wheat
6.09,0.28,3.94,71,31,20,15.88,0.85,0.81,5.1,2.2,0.29,Wheat
6.82,0.21,3.89,68,38,23,16.13,0.99,0.86,5.68,2.74,0.27,Wheat
6.88,0.35,3.43,62,32,23,19.79,0.9,0.77,5.79,2.54,0.3,Wheat
6.98,0.28,3.68,79,31,24,18.23,0.87,0.94,4.94,2.84,0.3,Wheat
6.63,0.25,3.47,60,34,20,15.67,0.88,0.91,4.75,3.44,0.29,Wheat
6.92,0.38,3.28,60,38,21,16.67,1.0,0.78,5.85,2.83,0.34,Wheat
6.86,0.33,3.56,74,39,22,15.73,0.91,0.84,4.79,2.2,0.27,Wheat
6.36,0.34,3.04,75,32,24,18.59,0.88,0.9,4.79,3.36,0.26,Wheat
6.28,0.36,3.64,77,35,24,15.98,0.83,0.78,4.47,3.29,0.34,Wheat
6.1,0.36,3.65,78,37,20,16.38,0.96,0.79,4.8,2.15,0.32,Wheat
6.91,0.37,3.09,65,38,20,19.7,0.83,0.82,5.02,2.19,0.3,Wheat
6.25,0.25,3.35,66,31,22,16.49,0.88,0.89,4.75,3.31,0.33,Wheat
6.28,0.22,3.13,73,37,24,16.81,0.99,0.84,4.84,2.24,0.25,Wheat
6.9,0.33,3.11,74,35,23,15.5,0.98,0.92,4.64,3.12,0.3,Wheat
6.63,0.2,3.04,60,34,22,19.2,0.93,0.82,5.14,2.89,0.32,Wheat
6.91,0.26,3.24,70,33,21,16.67,0.9,0.86,4.72,2.71,0.33,Wheat
6.77,0.29,3.46,79,33,21,17.46,0.83,0.89,4.3,2.62,0.3,Wheat
6.29,0.4,3.01,62,35,20,18.22,0.93,0.92,5.5,2.68,0.32,Wheat
6.17,0.38,3.98,75,38,24,19.39,0.95,0.93,4.98,2.96,0.3,Wheat
6.22,0.24,3.42,66,34,23,17.41,0.93,0.85,5.36,3.48,0.32,Wheat
6.14,0.26,3.16,66,30,24,15.25,1.0,0.78,5.46,2.11,0.31,Wheat
6.7,0.36,3.92,67,34,22,18.17,0.81,0.79,4.68,2.28,0.27,Wheat
6.26,0.35,3.2,65,32,23,16.27,0.97,0.76,4.16,2.87,0.33,Wheat
6.95,0.32,3.95,75,36,22,16.91,0.85,0.84,5.99,2.73,0.26,Wheat
7.0,0.37,3.13,75,32,20,17.46,0.99,0.9,5.15,2.5,0.27,Wheat
6.75,0.23,3.94,79,31,21,17.79,0.84,0.83,5.25,2.87,0.29,Wheat
6.88,0.37,3.6,64,33,20,18.85,0.88,0.79,4.74,3.04,0.29,Wheat
6.07,0.27,3.6,64,37,23,15.6,0.9,0.85,5.23,2.21,0.31,Wheat
6.74,0.29,3.15,75,35,22,19.72,0.96,0.76,4.37,2.01,0.28,Wheat
6.39,0.29,3.02,75,31,21,15.27,0.82,0.76,4.4,2.2,0.33,Wheat
6.82,0.23,3.69,67,33,22,16.54,0.88,0.79,4.45,3.38,0.32,Wheat
6.57,0.28,3.86,73,34,22,17.59,0.99,0.93,5.25,2.72,0.33,Wheat
6.03,0.32,3.39,72,32,22,18.65,0.85,0.94,5.0,3.39,0.35,Wheat
6.6,0.35,3.15,65,32,22,16.51,0.97,0.95,4.61,2.65,0.32,Wheat
6.75,0.23,3.76,76,35,22,15.6,0.91,0.93,4.07,2.31,0.29,Wheat
6.56,0.35,3.1,69,36,21,16.87,0.82,0.93,4.39,2.64,0.28,Wheat
6.02,0.31,3.19,67,32,21,19.2,0.94,0.78,4.3,2.13,0.28,Wheat
6.88,0.22,3.16,62,31,22,19.54,0.94,0.86,5.5,2.65,0.32,Wheat
6.39,0.36,3.7,76,32,21,17.03,0.86,0.9,4.41,2.84,0.3,Wheat
6.35,0.37,3.25,68,36,21,18.89,1.0,0.85,4.19,3.36,0.26,Wheat
6.43,0.34,3.39,79,31,20,15.5,0.82,0.92,4.22,3.08,0.33,Wheat
6.91,0.34,3.1,72,38,21,15.19,0.99,0.84,5.66,2.64,0.32,Wheat
6.82,0.3,3.61,71,36,21,16.82,0.89,0.9,5.3,2.85,0.3,Wheat
6.01,0.32,3.65,61,30,21,17.54,0.99,0.84,4.69,2.21,0.26,Wheat
6.18,0.38,3.43,71,32,23,15.92,0.87,0.89,4.26,2.9,0.3,Wheat
6.01,0.35,3.24,63,31,20,17.5,0.84,0.86,5.79,2.18,0.28,Wheat
6.58,0.33,3.99,66,31,23,15.19,0.93,0.87,4.17,3.09,0.3,Wheat
6.77,0.27,3.33,67,32,23,19.52,0.87,0.91,5.14,2.09,0.28,Wheat
6.9,0.32,3.64,63,36,20,18.11,0.83,0.91,4.42,3.02,0.28,Wheat
6.97,0.37,3.73,62,33,24,16.43,0.85,0.95,5.95,3.04,0.27,Wheat
6.59,0.38,3.16,68,38,24,18.69,0.9,0.75,4.41,2.8,0.26,Wheat
6.93,0.31,3.31,77,36,22,19.45,0.99,0.89,4.65,2.89,0.3,Wheat
6.9,0.21,3.2,68,39,20,16.7,0.88,0.85,4.97,2.99,0.35,Wheat
6.9,0.24,3.57,69,34,21,18.6,0.89,0.84,5.26,3.4,0.29,Wheat
6.35,0.24,3.06,65,32,20,15.28,0.83,0.88,5.82,2.06,0.3,Wheat
6.4,0.28,3.77,79,37,24,18.44,0.93,0.94,4.3,2.91,0.29,Wheat
6.2,0.4,3.52,79,31,22,19.59,0.89,0.82,5.54,2.68,0.31,Wheat
6.77,0.31,3.96,76,31,22,18.14,0.87,0.82,5.35,3.07,0.26,Wheat
6.45,0.33,3.07,76,39,24,19.69,0.88,0.8,4.38,2.56,0.25,Wheat
6.14,0.2,3.44,62,37,21,15.01,0.87,0.76,4.05,2.62,0.3,Wheat
6.54,0.26,3.29,75,37,24,17.85,0.9,0.85,4.74,2.08,0.31,Wheat
6.1,0.38,3.15,69,35,23,18.05,0.93,0.88,5.0,2.57,0.26,Wheat
6.01,0.38,3.72,64,35,23,18.1,0.98,0.78,4.89,3.19,0.32,Wheat
6.93,0.32,3.25,64,36,22,16.43,0.92,0.9,5.56,3.45,0.31,Wheat
6.88,0.38,3.03,69,38,20,19.51,0.91,0.82,5.68,3.33,0.29,Wheat
6.1,0.38,3.56,68,33,23,19.32,0.97,0.82,4.52,3.41,0.25,Wheat
6.06,0.39,3.01,77,37,22,15.5,0.87,0.84,4.96,3.26,0.27,Wheat
6.95,0.24,3.0,77,38,20,19.42,0.84,0.81,4.81,3.33,0.28,Wheat
6.4,0.39,3.4,69,30,22,17.27,0.82,0.79,5.25,3.02,0.32,Wheat
6.32,0.22,3.17,70,30,24,16.08,0.94,0.86,4.94,2.48,0.34,Wheat
6.86,0.39,3.86,77,30,21,19.37,0.92,0.84,5.29,2.05,0.29,Wheat
6.08,0.29,3.8,68,35,21,18.36,0.97,0.87,4.06,3.05,0.31,Wheat
6.44,0.31,3.17,65,30,20,19.21,0.82,0.83,5.82,2.04,0.29,Wheat
6.64,0.22,3.75,74,39,22,16.9,0.99,0.87,4.39,3.41,0.27,Wheat
6.51,0.38,3.96,75,31,22,19.51,0.86,0.79,4.91,3.23,0.32,Wheat
6.98,0.21,3.06,71,33,21,15.79,0.98,0.88,4.7,3.35,0.32,Wheat
6.12,0.39,3.61,69,38,20,15.21,0.82,0.88,5.44,2.83,0.28,Wheat
6.27,0.4,3.72,69,36,21,19.13,0.85,0.75,4.79,2.07,0.33,Wheat
6.08,0.32,3.57,68,30,20,19.74,0.92,0.92,5.31,2.66,0.29,Wheat
6.96,0.23,3.37,77,35,22,18.16,0.82,0.9,4.94,3.06,0.28,Wheat
6.2,0.39,3.26,61,34,23,16.85,0.83,0.79,4.28,3.46,0.27,Wheat
6.56,0.32,3.87,71,33,24,15.56,0.94,0.82,5.34,3.12,0.31,Wheat
6.68,0.3,3.3,74,34,20,16.17,0.97,0.91,4.21,2.92,0.31,Wheat
6.46,0.31,3.57,60,32,23,17.23,0.93,0.77,5.53,2.53,0.32,Wheat
6.56,0.28,3.56,70,34,23,15.07,0.9,0.91,5.02,3.38,0.27,Wheat
6.48,0.3,3.71,77,33,24,15.33,0.98,0.78,4.3,2.48,0.26,Wheat
6.2,0.4,3.78,67,33,21,16.81,0.94,0.87,5.29,3.06,0.27,Wheat
6.96,0.29,3.54,61,34,22,18.62,0.87,0.83,4.28,2.87,0.28,Wheat
6.2,0.23,3.8,74,30,20,18.01,0.98,0.89,4.92,2.32,0.29,Wheat
6.14,0.27,3.77,70,30,20,18.67,0.95,0.92,5.62,2.75,0.26,Wheat
6.72,0.25,4.0,60,33,20,19.1,0.81,0.91,4.78,2.88,0.28,Wheat
6.58,0.38,3.34,67,37,21,17.68,0.85,0.76,5.56,3.27,0.34,Wheat
6.29,0.33,3.7,70,34,24,17.6,0.83,0.92,5.38,3.24,0.29,Wheat
6.23,0.24,3.7,74,37,21,18.24,0.81,0.81,4.28,3.14,0.29,Wheat
6.84,0.28,3.02,65,31,20,18.87,0.89,0.77,5.5,3.5,0.33,Wheat
6.64,0.34,3.33,63,33,22,17.41,0.97,0.76,4.74,2.64,0.29,Wheat
6.26,0.4,3.86,68,36,23,15.7,0.95,0.78,5.67,2.93,0.33,Wheat
6.35,0.24,4.0,76,39,24,18.12,0.97,0.75,5.28,2.8,0.31,Wheat
6.18,0.32,3.3,69,33,21,15.97,0.87,0.89,4.24,2.1,0.29,Wheat
6.9,0.28,3.69,66,33,22,16.41,0.98,0.92,4.78,2.85,0.28,Wheat
6.85,0.24,3.56,61,37,21,18.69,0.92,0.77,4.71,2.26,0.28,Wheat
6.68,0.35,3.62,75,33,24,15.31,0.8,0.81,5.49,2.41,0.26,Wheat
6.82,0.38,3.9,70,32,22,19.14,0.91,0.89,4.81,3.4,0.26,Wheat
6.03,0.32,3.32,64,37,24,16.62,0.95,0.8,4.86,3.46,0.26,Wheat
6.01,0.29,3.79,61,37,24,18.18,0.91,0.91,4.97,2.29,0.28,Wheat
6.61,0.23,3.84,68,31,21,15.69,0.93,0.9,5.56,2.41,0.31,Wheat
6.79,0.38,3.58,69,33,24,18.89,0.93,0.75,5.84,2.22,0.3,Wheat
6.71,0.38,3.86,72,37,23,15.63,0.94,0.77,4.61,2.73,0.27,Wheat
6.3,0.23,3.72,63,30,20,16.64,0.9,0.84,5.31,2.72,0.34,Wheat
6.37,0.28,3.07,65,38,23,18.61,1.0,0.77,4.97,3.28,0.29,Wheat
6.14,0.35,3.92,64,34,24,17.39,0.96,0.77,5.58,2.49,0.29,Wheat
6.42,0.39,3.23,67,36,21,16.41,0.88,0.77,5.06,2.35,0.33,Wheat
6.06,0.31,3.56,60,36,22,19.15,0.93,0.89,4.88,2.39,0.34,Wheat
6.11,0.38,3.7,76,36,22,19.21,0.81,0.9,4.68,3.34,0.25,Wheat
6.24,0.27,3.12,75,36,23,16.19,0.91,0.89,5.63,2.76,0.26,Wheat
6.52,0.24,3.28,65,35,23,17.34,0.89,0.88,4.0,2.15,0.3,Wheat
6.14,0.31,3.69,69,38,21,15.23,0.81,0.89,5.02,2.08,0.25,Wheat
6.05,0.21,3.16,78,38,24,16.46,0.99,0.77,5.38,2.43,0.3,Wheat
6.91,0.39,3.81,61,39,21,15.16,0.84,0.93,4.63,2.35,0.28,Wheat
6.85,0.39,3.77,67,39,20,15.04,0.94,0.89,4.3,3.08,0.29,Wheat
6.36,0.29,3.73,67,36,22,18.28,0.91,0.87,5.48,3.48,0.28,Wheat
6.6,0.31,3.56,77,36,24,16.25,0.96,0.8,4.59,2.93,0.26,Wheat
6.81,0.27,3.1,71,36,20,17.07,0.89,0.92,4.95,2.64,0.35,Wheat
6.97,0.3,3.67,66,38,23,18.14,0.88,0.88,4.05,3.33,0.27,Wheat
6.84,0.22,3.79,68,31,23,17.68,0.99,0.86,5.09,3.0,0.32,Wheat
6.53,0.34,3.52,77,36,24,15.4,0.98,0.86,4.31,3.07,0.29,Wheat
6.29,0.31,3.1,60,35,20,18.97,0.86,0.9,4.25,2.04,0.25,Wheat
6.9,0.35,3.52,63,30,24,18.15,0.93,0.86,4.39,2.39,0.32,Wheat
6.44,0.34,3.5,64,37,24,16.73,0.97,0.85,4.11,3.25,0.3,Wheat
6.17,0.34,3.83,67,31,24,17.6,0.81,0.87,4.2,2.49,0.3,Wheat
